ncbi_gene_id,gene_symbol,disease_id,relationship
8312,AXIN1,D:2220,associated_with
80199,FUZ,D:2221,associated_with
81839,VANGL1,D:2221,associated_with
4327,MMP19,D:2225,associated_with
4327,MMP19,D:2225,associated_with
8812,CCNK,D:2226,associated_with
925,CD8A,D:2227,associated_with
925,CD8A,D:2227,associated_with
267010,RNU12,D:2228,associated_with
267010,RNU12,D:2228,associated_with
4330,MN1,D:2229,associated_with
64327,LMBR1,D:223,associated_with
64327,LMBR1,D:223,associated_with
1053,CEBPE,D:2230,associated_with
3117,HLA-DQA1,D:2234,associated_with
3119,HLA-DQB1,D:2234,associated_with
9620,CELSR1,D:2235,associated_with
324,APC,D:2236,associated_with
4038,LRP4,D:2236,associated_with
4038,LRP4,D:2236,associated_with
2978,GUCA1A,D:2237,associated_with
3000,GUCY2D,D:2237,associated_with
5961,PRPH2,D:2237,associated_with
6261,RYR1,D:2241,associated_with
6261,RYR1,D:2241,associated_with
627,BDNF,D:2244,associated_with
1908,EDN3,D:2244,associated_with
2668,GDNF,D:2244,associated_with
10660,LBX1,D:2244,associated_with
283446,MYO1H,D:2244,associated_with
8929,PHOX2B,D:2244,associated_with
8929,PHOX2B,D:2244,associated_with
283446,MYO1H,D:2245,associated_with
10660,LBX1,D:2246,associated_with
9321,TRIP11,D:225,associated_with
9321,TRIP11,D:225,associated_with
2566,GABRG2,D:2258,associated_with
2903,GRIN2A,D:2258,associated_with
27286,SRPX2,D:2258,associated_with
1836,SLC26A2,D:226,associated_with
1836,SLC26A2,D:226,associated_with
274,BIN1,D:2261,associated_with
1785,DNM2,D:2261,associated_with
1785,DNM2,D:2261,associated_with
64419,MTMR14,D:2261,associated_with
64419,MTMR14,D:2261,associated_with
4618,MYF6,D:2261,associated_with
6261,RYR1,D:2261,associated_with
10290,SPEG,D:2262,associated_with
10908,PNPLA6,D:2265,associated_with
54476,RNF216,D:2265,associated_with
54476,RNF216,D:2265,associated_with
478,ATP1A3,D:2268,associated_with
478,ATP1A3,D:2268,associated_with
1280,COL2A1,D:227,associated_with
1280,COL2A1,D:227,associated_with
56915,EXOSC5,D:2270,associated_with
56915,EXOSC5,D:2270,associated_with
85300,ATCAY,D:2271,associated_with
85300,ATCAY,D:2271,associated_with
1786,DNMT1,D:2272,associated_with
1786,DNMT1,D:2272,associated_with
7436,VLDLR,D:2273,associated_with
124997,WDR81,D:2274,associated_with
767,CA8,D:2275,associated_with
51761,ATP8A2,D:2276,associated_with
5981,RFC1,D:2277,associated_with
5981,RFC1,D:2277,associated_with
9254,CACNA2D2,D:2279,associated_with
2261,FGFR3,D:228,associated_with
2261,FGFR3,D:228,associated_with
3778,KCNMA1,D:2280,associated_with
23065,EMC1,D:2281,associated_with
23261,CAMTA1,D:2283,associated_with
23261,CAMTA1,D:2283,associated_with
5457,POU4F1,D:2283,associated_with
59336,PRDM13,D:2284,associated_with
55074,OXR1,D:2286,associated_with
2261,FGFR3,D:229,associated_with
2261,FGFR3,D:229,associated_with
4081,MAB21L1,D:2290,associated_with
2972,BRF1,D:2291,associated_with
2972,BRF1,D:2291,associated_with
351,APP,D:2292,associated_with
9445,ITM2B,D:2293,associated_with
9445,ITM2B,D:2293,associated_with
5654,HTRA1,D:2295,associated_with
4854,NOTCH3,D:2296,associated_with
4854,NOTCH3,D:2296,associated_with
889,KRIT1,D:2297,associated_with
83605,CCM2,D:2298,associated_with
11235,PDCD10,D:2299,associated_with
4784,NFIX,D:23,associated_with
5290,PIK3CA,D:2300,associated_with
4215,MAP3K3,D:2301,associated_with
6535,SLC6A8,D:2303,associated_with
6535,SLC6A8,D:2303,associated_with
2593,GAMT,D:2304,associated_with
2593,GAMT,D:2304,associated_with
2628,GATM,D:2305,associated_with
2628,GATM,D:2305,associated_with
9342,SNAP29,D:2307,associated_with
9342,SNAP29,D:2307,associated_with
23189,KANK1,D:2313,associated_with
120,ADD3,D:2314,associated_with
2147,F2,D:2319,associated_with
2153,F5,D:2319,associated_with
8858,PROZ,D:2319,associated_with
22926,ATF6,D:232,associated_with
1261,CNGA3,D:232,associated_with
54714,CNGB3,D:232,associated_with
2780,GNAT2,D:232,associated_with
5146,PDE6C,D:232,associated_with
5149,PDE6H,D:232,associated_with
6103,RPGR,D:232,associated_with
6628,SNRPB,D:2321,associated_with
6628,SNRPB,D:2321,associated_with
8642,DCHS1,D:2326,associated_with
79633,FAT4,D:2326,associated_with
2074,ERCC6,D:2327,associated_with
2068,ERCC2,D:2328,associated_with
2073,ERCC5,D:2329,associated_with
1261,CNGA3,D:233,associated_with
2067,ERCC1,D:2330,associated_with
80169,CTC1,D:2333,associated_with
79991,STN1,D:2334,associated_with
25913,POT1,D:2335,associated_with
1593,CYP27A1,D:2337,associated_with
1593,CYP27A1,D:2337,associated_with
79840,NHEJ1,D:2338,associated_with
79840,NHEJ1,D:2338,associated_with
1509,CTSD,D:2339,associated_with
1509,CTSD,D:2339,associated_with
54714,CNGB3,D:234,associated_with
2896,GRN,D:2340,associated_with
2896,GRN,D:2340,associated_with
8722,CTSF,D:2341,associated_with
8722,CTSF,D:2341,associated_with
1200,TPP1,D:2342,associated_with
1200,TPP1,D:2342,associated_with
1201,CLN3,D:2343,associated_with
1201,CLN3,D:2343,associated_with
80331,DNAJC5,D:2344,associated_with
80331,DNAJC5,D:2344,associated_with
1203,CLN5,D:2345,associated_with
1203,CLN5,D:2345,associated_with
54982,CLN6,D:2346,associated_with
54982,CLN6,D:2346,associated_with
54982,CLN6,D:2347,associated_with
256471,MFSD8,D:2348,associated_with
256471,MFSD8,D:2348,associated_with
2055,CLN8,D:2349,associated_with
2055,CLN8,D:2349,associated_with
2780,GNAT2,D:235,associated_with
2055,CLN8,D:2350,associated_with
2055,CLN8,D:2350,associated_with
5538,PPT1,D:2352,associated_with
5538,PPT1,D:2352,associated_with
1415,CRYBB2,D:2353,associated_with
1421,CRYGD,D:2353,associated_with
4094,MAF,D:2353,associated_with
4284,MIP,D:2353,associated_with
2261,FGFR3,D:2354,associated_with
22926,ATF6,D:236,associated_with
51099,ABHD5,D:2365,associated_with
51099,ABHD5,D:2365,associated_with
54101,RIPK4,D:2367,associated_with
54101,RIPK4,D:2367,associated_with
7021,TFAP2B,D:2371,associated_with
7021,TFAP2B,D:2371,associated_with
5376,PMP22,D:2372,associated_with
5376,PMP22,D:2372,associated_with
4747,NEFL,D:2374,associated_with
4311,MME,D:2375,associated_with
23095,KIF1B,D:2378,associated_with
23095,KIF1B,D:2378,associated_with
9927,MFN2,D:2379,associated_with
9927,MFN2,D:2379,associated_with
3483,IGFALS,D:238,associated_with
3483,IGFALS,D:238,associated_with
9927,MFN2,D:2380,associated_with
7879,RAB7A,D:2381,associated_with
7879,RAB7A,D:2381,associated_with
4000,LMNA,D:2382,associated_with
4000,LMNA,D:2382,associated_with
81857,MED25,D:2383,associated_with
11284,PNKP,D:2383,associated_with
11284,PNKP,D:2383,associated_with
4744,NEFH,D:2384,associated_with
2617,GARS1,D:2385,associated_with
2617,GARS1,D:2385,associated_with
476,ATP1A1,D:2386,associated_with
476,ATP1A1,D:2386,associated_with
4747,NEFL,D:2387,associated_with
4747,NEFL,D:2387,associated_with
4358,MPV17,D:2388,associated_with
3315,HSPB1,D:2389,associated_with
3315,HSPB1,D:2389,associated_with
57863,CADM3,D:2390,associated_with
54332,GDAP1,D:2391,associated_with
182,JAG1,D:2392,associated_with
4359,MPZ,D:2393,associated_with
4359,MPZ,D:2393,associated_with
9990,SLC12A6,D:2394,associated_with
9531,BAG3,D:2395,associated_with
54332,GDAP1,D:2396,associated_with
54332,GDAP1,D:2396,associated_with
56704,JPH1,D:2396,associated_with
26353,HSPB8,D:2397,associated_with
26353,HSPB8,D:2397,associated_with
16,AARS1,D:2398,associated_with
16,AARS1,D:2398,associated_with
1778,DYNC1H1,D:2399,associated_with
1778,DYNC1H1,D:2399,associated_with
90678,LRSAM1,D:2400,associated_with
90678,LRSAM1,D:2400,associated_with
55526,DHTKD1,D:2401,associated_with
55526,DHTKD1,D:2401,associated_with
23321,TRIM2,D:2402,associated_with
23321,TRIM2,D:2402,associated_with
3508,IGHMBP2,D:2403,associated_with
3508,IGHMBP2,D:2403,associated_with
3300,DNAJB2,D:2404,associated_with
4311,MME,D:2404,associated_with
4141,MARS1,D:2405,associated_with
4141,MARS1,D:2405,associated_with
4669,NAGLU,D:2406,associated_with
4669,NAGLU,D:2406,associated_with
3035,HARS1,D:2407,associated_with
3035,HARS1,D:2407,associated_with
80208,SPG11,D:2408,associated_with
80208,SPG11,D:2408,associated_with
7415,VCP,D:2409,associated_with
7415,VCP,D:2409,associated_with
22880,MORC2,D:2410,associated_with
22880,MORC2,D:2410,associated_with
54332,GDAP1,D:2411,associated_with
5376,PMP22,D:2412,associated_with
5376,PMP22,D:2412,associated_with
9516,LITAF,D:2413,associated_with
9516,LITAF,D:2413,associated_with
1959,EGR2,D:2414,associated_with
1959,EGR2,D:2414,associated_with
4747,NEFL,D:2415,associated_with
4747,NEFL,D:2415,associated_with
5375,PMP2,D:2416,associated_with
5375,PMP2,D:2416,associated_with
10516,FBLN5,D:2417,associated_with
55703,POLR3B,D:2418,associated_with
3710,ITPR3,D:2419,associated_with
57716,PRX,D:2420,associated_with
57716,PRX,D:2420,associated_with
1785,DNM2,D:2421,associated_with
1785,DNM2,D:2421,associated_with
8565,YARS1,D:2422,associated_with
8565,YARS1,D:2422,associated_with
4359,MPZ,D:2423,associated_with
4359,MPZ,D:2423,associated_with
64423,INF2,D:2424,associated_with
64423,INF2,D:2424,associated_with
59345,GNB4,D:2425,associated_with
59345,GNB4,D:2425,associated_with
4747,NEFL,D:2426,associated_with
54332,GDAP1,D:2428,associated_with
54332,GDAP1,D:2428,associated_with
3735,KARS1,D:2429,associated_with
3735,KARS1,D:2429,associated_with
23385,NCSTN,D:243,associated_with
57449,PLEKHG5,D:2430,associated_with
57449,PLEKHG5,D:2430,associated_with
1337,COX6A1,D:2431,associated_with
1337,COX6A1,D:2431,associated_with
4359,MPZ,D:2432,associated_with
4359,MPZ,D:2432,associated_with
4359,MPZ,D:2433,associated_with
4359,MPZ,D:2433,associated_with
54332,GDAP1,D:2434,associated_with
54332,GDAP1,D:2434,associated_with
8898,MTMR2,D:2435,associated_with
8898,MTMR2,D:2435,associated_with
81846,SBF2,D:2436,associated_with
81846,SBF2,D:2436,associated_with
6305,SBF1,D:2437,associated_with
6305,SBF1,D:2437,associated_with
79628,SH3TC2,D:2438,associated_with
79628,SH3TC2,D:2438,associated_with
10397,NDRG1,D:2439,associated_with
10397,NDRG1,D:2439,associated_with
55851,PSENEN,D:244,associated_with
121512,FGD4,D:2440,associated_with
121512,FGD4,D:2440,associated_with
9896,FIG4,D:2441,associated_with
9896,FIG4,D:2441,associated_with
6834,SURF1,D:2442,associated_with
6834,SURF1,D:2442,associated_with
5165,PDK3,D:2443,associated_with
5165,PDK3,D:2443,associated_with
5631,PRPS1,D:2446,associated_with
5631,PRPS1,D:2446,associated_with
2705,GJB1,D:2448,associated_with
2705,GJB1,D:2448,associated_with
5663,PSEN1,D:245,associated_with
55636,CHD7,D:2451,associated_with
55636,CHD7,D:2451,associated_with
9723,SEMA3E,D:2451,associated_with
50945,TBX22,D:2452,associated_with
50945,TBX22,D:2452,associated_with
1130,LYST,D:2454,associated_with
1130,LYST,D:2454,associated_with
6452,SH3BP2,D:2457,associated_with
6452,SH3BP2,D:2457,associated_with
22943,DKK1,D:2458,associated_with
11277,TREX1,D:2462,associated_with
25939,SAMHD1,D:2463,associated_with
8912,CACNA1H,D:2464,associated_with
2554,GABRA1,D:2464,associated_with
2562,GABRB3,D:2464,associated_with
2566,GABRG2,D:2464,associated_with
8629,JRK,D:2464,associated_with
6513,SLC2A1,D:2464,associated_with
4620,MYH2,D:2467,associated_with
10846,PDE10A,D:2468,associated_with
58,ACTA1,D:2471,associated_with
390594,KBTBD13,D:2471,associated_with
10324,KLHL41,D:2471,associated_with
84665,MYPN,D:2471,associated_with
4703,NEB,D:2471,associated_with
7169,TPM2,D:2471,associated_with
7170,TPM3,D:2471,associated_with
7273,TTN,D:2472,associated_with
1760,DMPK,D:2474,associated_with
9578,CDC42BPB,D:2475,associated_with
9487,PIGL,D:2476,associated_with
9487,PIGL,D:2476,associated_with
2077,ERF,D:2477,associated_with
7512,XPNPEP2,D:248,associated_with
5784,PTPN14,D:2480,associated_with
672,BRCA1,D:2483,associated_with
675,BRCA2,D:2483,associated_with
5774,PTPN3,D:2483,associated_with
6098,ROS1,D:2483,associated_with
5205,ATP8B1,D:2486,associated_with
5205,ATP8B1,D:2486,associated_with
8647,ABCB11,D:2487,associated_with
8647,ABCB11,D:2487,associated_with
5244,ABCB4,D:2488,associated_with
5205,ATP8B1,D:2489,associated_with
5205,ATP8B1,D:2490,associated_with
5205,ATP8B1,D:2490,associated_with
4645,MYO5B,D:2490,associated_with
8647,ABCB11,D:2491,associated_with
8647,ABCB11,D:2491,associated_with
9414,TJP2,D:2492,associated_with
9414,TJP2,D:2492,associated_with
4645,MYO5B,D:2493,associated_with
8482,SEMA7A,D:2494,associated_with
26276,VPS33B,D:2495,associated_with
5681,PSKH1,D:2496,associated_with
5244,ABCB4,D:2497,associated_with
5244,ABCB4,D:2497,associated_with
9971,NR1H4,D:2498,associated_with
9971,NR1H4,D:2498,associated_with
200931,SLC51A,D:2499,associated_with
1806,DPYD,D:25,associated_with
54532,USP53,D:2500,associated_with
113220,KIF12,D:2501,associated_with
84936,ZFYVE19,D:2502,associated_with
3988,LIPA,D:2504,associated_with
3988,LIPA,D:2504,associated_with
56172,ANKH,D:2506,associated_with
56172,ANKH,D:2506,associated_with
4982,TNFRSF11B,D:2506,associated_with
415,ARSL,D:2508,associated_with
415,ARSL,D:2508,associated_with
10682,EBP,D:2509,associated_with
10682,EBP,D:2509,associated_with
54928,BPNT2,D:2515,associated_with
54928,BPNT2,D:2515,associated_with
10013,HDAC6,D:2516,associated_with
10013,HDAC6,D:2516,associated_with
5745,PTH1R,D:2517,associated_with
5745,PTH1R,D:2517,associated_with
2911,GRM1,D:2520,associated_with
2131,EXT1,D:2521,associated_with
2131,EXT1,D:2521,associated_with
2130,EWSR1,D:2522,associated_with
8013,NR4A3,D:2522,associated_with
8013,NR4A3,D:2522,associated_with
8148,TAF15,D:2522,associated_with
8148,TAF15,D:2522,associated_with
6938,TCF12,D:2522,associated_with
10342,TFG,D:2522,associated_with
26057,ANKRD17,D:2523,associated_with
27125,AFF4,D:2524,associated_with
27125,AFF4,D:2524,associated_with
675,BRCA2,D:2526,associated_with
79728,PALB2,D:2526,associated_with
6862,TBXT,D:2526,associated_with
7080,NKX2-1,D:2528,associated_with
54112,GPR88,D:2529,associated_with
23230,VPS13A,D:2531,associated_with
23230,VPS13A,D:2531,associated_with
7080,NKX2-1,D:2533,associated_with
7080,NKX2-1,D:2533,associated_with
111365204,-,D:2535,associated_with
7157,TP53,D:2537,associated_with
3000,GUCY2D,D:2540,associated_with
5961,PRPH2,D:2541,associated_with
1121,CHM,D:2544,associated_with
1121,CHM,D:2544,associated_with
6927,HNF1A,D:2546,associated_with
253738,EBF3,D:2551,associated_with
5925,RB1,D:2553,associated_with
7337,UBE3A,D:2557,associated_with
123606,NIPA1,D:2558,associated_with
81614,NIPA2,D:2558,associated_with
7283,TUBG1,D:2558,associated_with
1139,CHRNA7,D:2559,associated_with
1139,CHRNA7,D:2559,associated_with
51621,KLF13,D:2559,associated_with
4212,MEIS2,D:2560,associated_with
55784,MCTP2,D:2562,associated_with
25970,SH2B1,D:2564,associated_with
25970,SH2B1,D:2565,associated_with
2464,FRA16E,D:2567,associated_with
5048,PAFAH1B1,D:2573,associated_with
7531,YWHAE,D:2573,associated_with
4763,NF1,D:2575,associated_with
4763,NF1,D:2575,associated_with
84282,RNF135,D:2575,associated_with
6928,HNF1B,D:2576,associated_with
3975,LHX1,D:2576,associated_with
9496,TBX4,D:2578,associated_with
9496,TBX4,D:2579,associated_with
54897,CASZ1,D:2587,associated_with
2563,GABRD,D:2587,associated_with
3339,HSPG2,D:2587,associated_with
8514,KCNAB2,D:2587,associated_with
7798,LUZP1,D:2587,associated_with
8510,MMP23B,D:2587,associated_with
10630,PDPN,D:2587,associated_with
63976,PRDM16,D:2587,associated_with
5590,PRKCZ,D:2587,associated_with
473,RERE,D:2587,associated_with
6497,SKI,D:2587,associated_with
23013,SPEN,D:2587,associated_with
10277,UBE4B,D:2587,associated_with
2036,EPB41L1,D:2591,associated_with
613,BCR,D:2592,associated_with
1399,CRKL,D:2592,associated_with
5594,MAPK1,D:2592,associated_with
6899,TBX1,D:2593,associated_with
9378,NRXN1,D:2597,associated_with
4774,NFIA,D:26,associated_with
25836,NIPBL,D:2607,associated_with
6208,RPS14,D:2608,associated_with
6208,RPS14,D:2608,associated_with
5144,PDE4D,D:2609,associated_with
57492,ARID1B,D:2613,associated_with
23096,IQSEC2,D:2618,associated_with
83550,GPR101,D:2621,associated_with
2332,FMR1,D:2622,associated_with
1193,CLIC2,D:2623,associated_with
116442,RAB39B,D:2623,associated_with
1617,DAZ1,D:2624,associated_with
57055,DAZ2,D:2624,associated_with
57054,DAZ3,D:2624,associated_with
57135,DAZ4,D:2624,associated_with
8653,DDX3Y,D:2624,associated_with
5940,RBMY1A1,D:2624,associated_with
7258,TSPY1,D:2624,associated_with
8287,USP9Y,D:2624,associated_with
151648,SGO1,D:2628,associated_with
151648,SGO1,D:2628,associated_with
3115,HLA-DPB1,D:2629,associated_with
6578,SLCO2A1,D:2636,associated_with
81608,FIP1L1,D:2637,associated_with
5156,PDGFRA,D:2637,associated_with
1535,CYBA,D:2639,associated_with
1536,CYBB,D:2639,associated_with
79415,CYBC1,D:2639,associated_with
653361,NCF1,D:2639,associated_with
4688,NCF2,D:2639,associated_with
4689,NCF4,D:2639,associated_with
4689,NCF4,D:2640,associated_with
79415,CYBC1,D:2641,associated_with
1536,CYBB,D:2642,associated_with
6774,STAT3,D:2648,associated_with
3815,KIT,D:2649,associated_with
64581,CLEC7A,D:2650,associated_with
112744,IL17F,D:2650,associated_with
23765,IL17RA,D:2650,associated_with
84818,IL17RC,D:2650,associated_with
10758,TRAF3IP2,D:2650,associated_with
171023,ASXL1,D:2651,associated_with
2120,ETV6,D:2651,associated_with
6427,SRSF2,D:2651,associated_with
5159,PDGFRB,D:2652,associated_with
1441,CSF3R,D:2654,associated_with
3554,IL1R1,D:2657,associated_with
6440,SFTPC,D:2659,associated_with
29899,GPSM2,D:2661,associated_with
29899,GPSM2,D:2661,associated_with
51128,SAR1B,D:2662,associated_with
51128,SAR1B,D:2662,associated_with
27019,DNAI1,D:2669,associated_with
55172,DNAAF2,D:2670,associated_with
345895,RSPH4A,D:2671,associated_with
221421,RSPH9,D:2672,associated_with
123872,DNAAF1,D:2673,associated_with
339829,CCDC39,D:2674,associated_with
55036,CCDC40,D:2675,associated_with
83544,DNAL1,D:2676,associated_with
388389,DNAAF19,D:2677,associated_with
54919,DNAAF5,D:2678,associated_with
23639,DNAAF11,D:2679,associated_with
352909,DNAAF3,D:2680,associated_with
93233,ODAD1,D:2681,associated_with
92749,DRC1,D:2682,associated_with
51364,ZMYND10,D:2683,associated_with
55130,ODAD2,D:2684,associated_with
89765,RSPH1,D:2685,associated_with
161582,DNAAF4,D:2686,associated_with
56683,CFAP298,D:2687,associated_with
85478,DRC2,D:2688,associated_with
6674,SPAG1,D:2689,associated_with
10309,CCNO,D:2690,associated_with
1767,DNAH5,D:2691,associated_with
115948,ODAD3,D:2692,associated_with
83861,RSPH3,D:2693,associated_with
2622,DRC4,D:2694,associated_with
374407,DNAJB13,D:2695,associated_with
83538,ODAD4,D:2696,associated_with
139212,DNAAF6,D:2697,associated_with
25981,DNAH1,D:2698,associated_with
85016,CFAP300,D:2699,associated_with
115399,LRRC56,D:2700,associated_with
1770,DNAH9,D:2701,associated_with
246176,GAS2L2,D:2702,associated_with
345643,MCIDAS,D:2703,associated_with
2302,FOXJ1,D:2704,associated_with
152110,NEK10,D:2705,associated_with
54970,TTC12,D:2706,associated_with
27148,STK36,D:2707,associated_with
7161,TP73,D:2708,associated_with
8382,NME5,D:2709,associated_with
85452,CFAP74,D:2710,associated_with
54768,HYDIN,D:2711,associated_with
56171,DNAH7,D:2712,associated_with
54014,BRWD1,D:2713,associated_with
164781,DAW1,D:2714,associated_with
79645,CLXN,D:2715,associated_with
144535,CFAP54,D:2716,associated_with
51314,NME8,D:2717,associated_with
8701,DNAH11,D:2718,associated_with
64446,DNAI2,D:2719,associated_with
27183,VPS4A,D:2722,associated_with
27183,VPS4A,D:2722,associated_with
114548,NLRP3,D:2723,associated_with
114548,NLRP3,D:2723,associated_with
3875,KRT18,D:2726,associated_with
10165,SLC25A13,D:2731,associated_with
445,ASS1,D:2732,associated_with
10165,SLC25A13,D:2733,associated_with
10165,SLC25A13,D:2734,associated_with
10165,SLC25A13,D:2734,associated_with
50814,NSDHL,D:2735,associated_with
50814,NSDHL,D:2735,associated_with
3670,ISL1,D:2736,associated_with
8626,TP63,D:2736,associated_with
1589,CYP21A2,D:2737,associated_with
1589,CYP21A2,D:2738,associated_with
6770,STAR,D:2739,associated_with
2592,GALT,D:2741,associated_with
2592,GALT,D:2741,associated_with
673,BRAF,D:2742,associated_with
200942,KLHDC8B,D:2747,associated_with
10297,APC2,D:2748,associated_with
593,BCKDHA,D:2749,associated_with
594,BCKDHB,D:2749,associated_with
1629,DBT,D:2749,associated_with
23451,SF3B1,D:275,associated_with
54790,TET2,D:275,associated_with
4625,MYH7,D:2751,associated_with
57190,SELENON,D:2751,associated_with
7273,TTN,D:2751,associated_with
80025,PANK2,D:2754,associated_with
5053,PAH,D:2755,associated_with
5777,PTPN6,D:2757,associated_with
1277,COL1A1,D:2760,associated_with
1289,COL5A1,D:2760,associated_with
1290,COL5A2,D:2760,associated_with
6927,HNF1A,D:2762,associated_with
4286,MITF,D:2762,associated_with
55193,PBRM1,D:2762,associated_with
55654,TMEM127,D:2762,associated_with
54880,BCOR,D:2764,associated_with
153572,IRX2,D:2764,associated_with
729262,NUTM2B,D:2764,associated_with
283008,NUTM2E,D:2764,associated_with
7015,TERT,D:2764,associated_with
7531,YWHAE,D:2764,associated_with
57822,GRHL3,D:2765,associated_with
7314,UBB,D:2765,associated_with
3664,IRF6,D:2767,associated_with
4487,MSX1,D:2767,associated_with
5818,NECTIN1,D:2767,associated_with
8626,TP63,D:2767,associated_with
8692,HYAL2,D:2768,associated_with
9411,ARHGAP29,D:2771,associated_with
54848,ARHGEF38,D:2771,associated_with
652,BMP4,D:2771,associated_with
999,CDH1,D:2771,associated_with
22837,COBLL1,D:2771,associated_with
1739,DLG1,D:2771,associated_with
1748,DLX4,D:2771,associated_with
3664,IRF6,D:2771,associated_with
4487,MSX1,D:2771,associated_with
5818,NECTIN1,D:2771,associated_with
5156,PDGFRA,D:2771,associated_with
57589,RIC1,D:2771,associated_with
8626,TP63,D:2771,associated_with
157570,ESCO2,D:2772,associated_with
157570,ESCO2,D:2772,associated_with
5818,NECTIN1,D:2774,associated_with
5818,NECTIN1,D:2774,associated_with
4212,MEIS2,D:2779,associated_with
2615,LRRC32,D:2782,associated_with
23028,KDM1A,D:2783,associated_with
23028,KDM1A,D:2783,associated_with
50945,TBX22,D:2784,associated_with
50945,TBX22,D:2784,associated_with
57822,GRHL3,D:2790,associated_with
7314,UBB,D:2790,associated_with
860,RUNX2,D:2793,associated_with
860,RUNX2,D:2793,associated_with
865,CBFB,D:2794,associated_with
55210,ATAD3A,D:28,associated_with
83858,ATAD3B,D:28,associated_with
219293,ATAD3C,D:28,associated_with
23400,ATP13A2,D:2800,associated_with
10804,GJB6,D:2805,associated_with
10804,GJB6,D:2805,associated_with
5307,PITX1,D:2808,associated_with
91147,TMEM67,D:2810,associated_with
57545,CC2D2A,D:2811,associated_with
23322,RPGRIP1L,D:2812,associated_with
4693,NDP,D:2814,associated_with
80169,CTC1,D:2815,associated_with
79991,STN1,D:2815,associated_with
2072,ERCC4,D:2825,associated_with
2074,ERCC6,D:2825,associated_with
1161,ERCC8,D:2825,associated_with
1161,ERCC8,D:2825,associated_with
2074,ERCC6,D:2826,associated_with
1161,ERCC8,D:2826,associated_with
2067,ERCC1,D:2827,associated_with
2074,ERCC6,D:2827,associated_with
2074,ERCC6,D:2827,associated_with
1161,ERCC8,D:2827,associated_with
9361,LONP1,D:2828,associated_with
9361,LONP1,D:2828,associated_with
27235,COQ2,D:2830,associated_with
23590,PDSS1,D:2831,associated_with
23590,PDSS1,D:2831,associated_with
57107,PDSS2,D:2832,associated_with
56997,COQ8A,D:2833,associated_with
56997,COQ8A,D:2833,associated_with
10229,COQ7,D:2834,associated_with
57017,COQ9,D:2834,associated_with
57017,COQ9,D:2834,associated_with
51004,COQ6,D:2835,associated_with
51004,COQ6,D:2835,associated_with
51117,COQ4,D:2836,associated_with
51117,COQ4,D:2836,associated_with
10229,COQ7,D:2837,associated_with
84274,COQ5,D:2838,associated_with
6197,RPS6KA3,D:2839,associated_with
6197,RPS6KA3,D:2839,associated_with
84823,LMNB2,D:284,associated_with
8289,ARID1A,D:2840,associated_with
57492,ARID1B,D:2840,associated_with
196528,ARID2,D:2840,associated_with
5977,DPF2,D:2840,associated_with
6597,SMARCA4,D:2840,associated_with
6598,SMARCB1,D:2840,associated_with
6601,SMARCC2,D:2840,associated_with
6602,SMARCD1,D:2840,associated_with
6605,SMARCE1,D:2840,associated_with
6664,SOX11,D:2840,associated_with
6659,SOX4,D:2840,associated_with
57492,ARID1B,D:2841,associated_with
6659,SOX4,D:2842,associated_with
6602,SMARCD1,D:2843,associated_with
29998,BICRA,D:2844,associated_with
8289,ARID1A,D:2845,associated_with
6598,SMARCB1,D:2846,associated_with
6597,SMARCA4,D:2847,associated_with
6605,SMARCE1,D:2848,associated_with
196528,ARID2,D:2849,associated_with
5977,DPF2,D:2850,associated_with
6601,SMARCC2,D:2851,associated_with
6664,SOX11,D:2852,associated_with
2067,ERCC1,D:2853,associated_with
2068,ERCC2,D:2853,associated_with
2073,ERCC5,D:2853,associated_with
2074,ERCC6,D:2853,associated_with
6334,SCN8A,D:2857,associated_with
157680,VPS13B,D:2858,associated_with
157680,VPS13B,D:2858,associated_with
8726,EED,D:2859,associated_with
8726,EED,D:2859,associated_with
23529,CLCF1,D:2865,associated_with
9244,CRLF1,D:2865,associated_with
55975,KLHL7,D:2865,associated_with
23529,CLCF1,D:2866,associated_with
5167,ENPP1,D:2868,associated_with
5167,ENPP1,D:2868,associated_with
10491,CRTAP,D:2869,associated_with
5034,P4HB,D:2869,associated_with
9871,SEC24D,D:2869,associated_with
5034,P4HB,D:2870,associated_with
9871,SEC24D,D:2871,associated_with
1291,COL6A1,D:2873,associated_with
1292,COL6A2,D:2873,associated_with
1293,COL6A3,D:2873,associated_with
10058,ABCB6,D:2878,associated_with
71,ACTG1,D:2878,associated_with
7855,FZD5,D:2878,associated_with
5080,PAX6,D:2878,associated_with
6297,SALL2,D:2878,associated_with
10058,ABCB6,D:2879,associated_with
7855,FZD5,D:2879,associated_with
5080,PAX6,D:2879,associated_with
6297,SALL2,D:2879,associated_with
10058,ABCB6,D:2880,associated_with
7855,FZD5,D:2880,associated_with
5080,PAX6,D:2880,associated_with
6297,SALL2,D:2880,associated_with
10058,ABCB6,D:2882,associated_with
71,ACTG1,D:2882,associated_with
7855,FZD5,D:2882,associated_with
5080,PAX6,D:2882,associated_with
6297,SALL2,D:2882,associated_with
10058,ABCB6,D:2883,associated_with
7855,FZD5,D:2883,associated_with
5080,PAX6,D:2883,associated_with
6297,SALL2,D:2883,associated_with
10058,ABCB6,D:2886,associated_with
7855,FZD5,D:2886,associated_with
5080,PAX6,D:2886,associated_with
5080,PAX6,D:2886,associated_with
