ncbi_gene_id,gene_symbol,disease_id,relationship
6497,SKI,D:14723,associated_with
6497,SKI,D:14723,associated_with
63035,BCORL1,D:14724,associated_with
134218,DNAJC21,D:14725,associated_with
79631,EFL1,D:14725,associated_with
51119,SBDS,D:14725,associated_with
134218,DNAJC21,D:14726,associated_with
51119,SBDS,D:14726,associated_with
6729,SRP54,D:14726,associated_with
79631,EFL1,D:14727,associated_with
4758,NEU1,D:14729,associated_with
2296,FOXC1,D:1473,associated_with
5308,PITX2,D:1473,associated_with
10020,GNE,D:14730,associated_with
10020,GNE,D:14730,associated_with
6331,SCN5A,D:14732,associated_with
10021,HCN4,D:14733,associated_with
4624,MYH6,D:14734,associated_with
2783,GNB2,D:14735,associated_with
3043,HBB,D:14736,associated_with
3043,HBB,D:14736,associated_with
3043,HBB,D:14738,associated_with
3043,HBB,D:14739,associated_with
3043,HBB,D:14740,associated_with
3043,HBB,D:14746,associated_with
128486,FITM2,D:14747,associated_with
23133,PHF8,D:14748,associated_with
23133,PHF8,D:14748,associated_with
2296,FOXC1,D:1475,associated_with
5308,PITX2,D:1475,associated_with
51095,TRNT1,D:14750,associated_with
51095,TRNT1,D:14750,associated_with
1108,CHD4,D:14752,associated_with
1108,CHD4,D:14752,associated_with
9049,AIP,D:14753,associated_with
4221,MEN1,D:14753,associated_with
105259599,-,D:14757,associated_with
3481,IGF2,D:14757,associated_with
3481,IGF2,D:14759,associated_with
5308,PITX2,D:1476,associated_with
5324,PLAG1,D:14760,associated_with
8091,HMGA2,D:14761,associated_with
283120,H19,D:14762,associated_with
3481,IGF2,D:14762,associated_with
1028,CDKN1C,D:14764,associated_with
8091,HMGA2,D:14764,associated_with
3481,IGF2,D:14764,associated_with
5324,PLAG1,D:14764,associated_with
283120,H19,D:14765,associated_with
3481,IGF2,D:14765,associated_with
2887,GRB10,D:14767,associated_with
6492,SIM1,D:14768,associated_with
55628,ZNF407,D:14769,associated_with
2719,GPC3,D:14773,associated_with
2719,GPC3,D:14773,associated_with
2239,GPC4,D:14773,associated_with
2239,GPC4,D:14773,associated_with
8481,OFD1,D:14774,associated_with
25942,SIN3A,D:14775,associated_with
23309,SIN3B,D:14775,associated_with
2296,FOXC1,D:1478,associated_with
64135,IFIH1,D:14780,associated_with
23586,RIGI,D:14780,associated_with
64135,IFIH1,D:14781,associated_with
23586,RIGI,D:14782,associated_with
776,CACNA1D,D:14783,associated_with
776,CACNA1D,D:14783,associated_with
64240,ABCG5,D:14786,associated_with
64241,ABCG8,D:14786,associated_with
64241,ABCG8,D:14787,associated_with
64240,ABCG5,D:14788,associated_with
93,ACVR2B,D:14789,associated_with
220136,CFAP53,D:14789,associated_with
55997,CFC1,D:14789,associated_with
100128908,CIROP,D:14789,associated_with
1770,DNAH9,D:14789,associated_with
7044,LEFTY2,D:14789,associated_with
118856,MMP21,D:14789,associated_with
4838,NODAL,D:14789,associated_with
168507,PKD1L1,D:14789,associated_with
7547,ZIC3,D:14789,associated_with
124401,ANKS3,D:14790,associated_with
146845,CFAP52,D:14790,associated_with
220136,CFAP53,D:14790,associated_with
100128908,CIROP,D:14790,associated_with
10370,CITED2,D:14790,associated_with
1770,DNAH9,D:14790,associated_with
118856,MMP21,D:14790,associated_with
29922,NME7,D:14790,associated_with
4838,NODAL,D:14790,associated_with
168507,PKD1L1,D:14790,associated_with
10736,SIX2,D:14792,associated_with
224,ALDH3A2,D:14794,associated_with
224,ALDH3A2,D:14794,associated_with
55790,CSGALNACT1,D:14797,associated_with
2137,EXTL3,D:14798,associated_with
203068,TUBB,D:14800,associated_with
10982,MAPRE2,D:14801,associated_with
1832,DSP,D:14802,associated_with
80232,WDR26,D:14804,associated_with
80232,WDR26,D:14804,associated_with
57010,CABP4,D:14807,associated_with
1135,CHRNA2,D:14807,associated_with
1137,CHRNA4,D:14807,associated_with
1141,CHRNB2,D:14807,associated_with
1392,CRH,D:14807,associated_with
9681,DEPDC5,D:14807,associated_with
57582,KCNT1,D:14807,associated_with
9639,ARHGEF10,D:14810,associated_with
9639,ARHGEF10,D:14810,associated_with
5925,RB1,D:14811,associated_with
5925,RB1,D:14811,associated_with
7157,TP53,D:14811,associated_with
7161,TP73,D:14811,associated_with
6597,SMARCA4,D:14813,associated_with
6597,SMARCA4,D:14815,associated_with
2475,MTOR,D:14816,associated_with
2475,MTOR,D:14816,associated_with
1717,DHCR7,D:14817,associated_with
1717,DHCR7,D:14817,associated_with
10522,DEAF1,D:14818,associated_with
2314,FLII,D:14818,associated_with
23096,IQSEC2,D:14818,associated_with
10743,RAI1,D:14818,associated_with
10743,RAI1,D:14818,associated_with
54808,DYM,D:14819,associated_with
83452,RAB33B,D:14819,associated_with
8313,AXIN2,D:1482,associated_with
54808,DYM,D:14820,associated_with
83452,RAB33B,D:14821,associated_with
3815,KIT,D:14822,associated_with
51816,ADA2,D:14825,associated_with
51816,ADA2,D:14825,associated_with
1107,CHD3,D:14826,associated_with
1107,CHD3,D:14826,associated_with
5455,POU3F3,D:14827,associated_with
5455,POU3F3,D:14827,associated_with
3769,KCNJ13,D:14828,associated_with
3769,KCNJ13,D:14828,associated_with
4665,NAB2,D:14835,associated_with
6778,STAT6,D:14835,associated_with
6469,SHH,D:14836,associated_with
4094,MAF,D:1484,associated_with
6652,SORD,D:14843,associated_with
7078,TIMP3,D:14844,associated_with
7078,TIMP3,D:14844,associated_with
10297,APC2,D:14845,associated_with
64324,NSD1,D:14845,associated_with
64324,NSD1,D:14845,associated_with
2035,EPB41,D:14846,associated_with
2995,GYPC,D:14846,associated_with
6521,SLC4A1,D:14846,associated_with
6521,SLC4A1,D:14846,associated_with
6708,SPTA1,D:14846,associated_with
6710,SPTB,D:14846,associated_with
6843,VAMP1,D:14849,associated_with
6843,VAMP1,D:14849,associated_with
9075,CLDN2,D:1485,associated_with
51117,COQ4,D:14850,associated_with
10749,KIF1C,D:14851,associated_with
10749,KIF1C,D:14851,associated_with
92935,MARS2,D:14852,associated_with
92935,MARS2,D:14852,associated_with
55149,MTPAP,D:14853,associated_with
55149,MTPAP,D:14853,associated_with
10939,AFG3L2,D:14854,associated_with
10939,AFG3L2,D:14854,associated_with
84504,NKX6-2,D:14856,associated_with
84504,NKX6-2,D:14856,associated_with
11261,CHP1,D:14857,associated_with
26278,SACS,D:14858,associated_with
26278,SACS,D:14858,associated_with
2744,GLS,D:14859,associated_with
57679,ALS2,D:14861,associated_with
3798,KIF5A,D:14863,associated_with
3798,KIF5A,D:14863,associated_with
80208,SPG11,D:14864,associated_with
80208,SPG11,D:14864,associated_with
6253,RTN2,D:14865,associated_with
6253,RTN2,D:14865,associated_with
51271,UBAP1,D:14865,associated_with
3329,HSPD1,D:14866,associated_with
3329,HSPD1,D:14866,associated_with
23503,ZFYVE26,D:14868,associated_with
23503,ZFYVE26,D:14868,associated_with
26580,BSCL2,D:14870,associated_with
26580,BSCL2,D:14870,associated_with
11160,ERLIN2,D:14871,associated_with
11160,ERLIN2,D:14871,associated_with
11160,ERLIN2,D:14872,associated_with
5354,PLP1,D:14874,associated_with
5354,PLP1,D:14874,associated_with
23111,SPART,D:14875,associated_with
23111,SPART,D:14875,associated_with
25778,DSTYK,D:14876,associated_with
25778,DSTYK,D:14876,associated_with
2583,B4GALNT1,D:14879,associated_with
2583,B4GALNT1,D:14879,associated_with
84433,CARD11,D:1488,associated_with
84433,CARD11,D:1488,associated_with
80821,DDHD1,D:14881,associated_with
80821,DDHD1,D:14881,associated_with
51062,ATL1,D:14883,associated_with
51062,ATL1,D:14883,associated_with
547,KIF1A,D:14884,associated_with
547,KIF1A,D:14884,associated_with
547,KIF1A,D:14885,associated_with
65055,REEP1,D:14886,associated_with
65055,REEP1,D:14886,associated_with
7155,TOP2B,D:1489,associated_with
7155,TOP2B,D:1489,associated_with
79152,FA2H,D:14890,associated_with
79152,FA2H,D:14890,associated_with
3839,KPNA3,D:14892,associated_with
10908,PNPLA6,D:14894,associated_with
10908,PNPLA6,D:14894,associated_with
6683,SPAST,D:14895,associated_with
6683,SPAST,D:14895,associated_with
9197,SLC33A1,D:14897,associated_with
9197,SLC33A1,D:14897,associated_with
83636,C19orf12,D:14898,associated_with
57165,GJC2,D:14899,associated_with
57165,GJC2,D:14899,associated_with
22978,NT5C2,D:14900,associated_with
22978,NT5C2,D:14900,associated_with
57704,GBA2,D:14901,associated_with
57704,GBA2,D:14901,associated_with
10717,AP4B1,D:14902,associated_with
9907,AP5Z1,D:14903,associated_with
9907,AP5Z1,D:14903,associated_with
9179,AP4M1,D:14904,associated_with
23431,AP4E1,D:14905,associated_with
11154,AP4S1,D:14906,associated_with
137492,VPS37A,D:14907,associated_with
137492,VPS37A,D:14907,associated_with
23259,DDHD2,D:14908,associated_with
23259,DDHD2,D:14908,associated_with
91574,MTRFR,D:14909,associated_with
91574,MTRFR,D:14909,associated_with
113612,CYP2U1,D:14910,associated_with
113612,CYP2U1,D:14910,associated_with
10342,TFG,D:14911,associated_with
10342,TFG,D:14911,associated_with
9420,CYP7B1,D:14912,associated_with
9420,CYP7B1,D:14912,associated_with
123606,NIPA1,D:14913,associated_with
123606,NIPA1,D:14913,associated_with
23204,ARL6IP1,D:14914,associated_with
23204,ARL6IP1,D:14914,associated_with
10613,ERLIN1,D:14915,associated_with
10613,ERLIN1,D:14915,associated_with
271,AMPD2,D:14916,associated_with
271,AMPD2,D:14916,associated_with
953,ENTPD1,D:14917,associated_with
953,ENTPD1,D:14917,associated_with
6687,SPG7,D:14918,associated_with
6687,SPG7,D:14918,associated_with
4141,MARS1,D:14919,associated_with
51308,REEP2,D:14920,associated_with
51308,REEP2,D:14920,associated_with
51308,REEP2,D:14921,associated_with
126129,CPT1C,D:14922,associated_with
126129,CPT1C,D:14922,associated_with
200205,IBA57,D:14923,associated_with
200205,IBA57,D:14923,associated_with
4099,MAG,D:14924,associated_with
4099,MAG,D:14924,associated_with
823,CAPN1,D:14925,associated_with
823,CAPN1,D:14925,associated_with
10667,FARS2,D:14926,associated_with
10667,FARS2,D:14926,associated_with
23400,ATP13A2,D:14927,associated_with
23400,ATP13A2,D:14927,associated_with
7345,UCHL1,D:14928,associated_with
7345,UCHL1,D:14929,associated_with
2625,GATA3,D:1493,associated_with
5305,PIP4K2A,D:1493,associated_with
9897,WASHC5,D:14930,associated_with
9897,WASHC5,D:14930,associated_with
51271,UBAP1,D:14931,associated_with
51271,UBAP1,D:14931,associated_with
85465,SELENOI,D:14932,associated_with
5833,PCYT2,D:14933,associated_with
5833,PCYT2,D:14933,associated_with
84842,HPDL,D:14934,associated_with
84842,HPDL,D:14934,associated_with
5297,PI4KA,D:14935,associated_with
5297,PI4KA,D:14935,associated_with
81790,RNF170,D:14936,associated_with
81790,RNF170,D:14936,associated_with
7920,ABHD16A,D:14937,associated_with
7920,ABHD16A,D:14937,associated_with
57156,TMEM63C,D:14938,associated_with
57156,TMEM63C,D:14938,associated_with
3839,KPNA3,D:14939,associated_with
267,AMFR,D:14940,associated_with
171546,SPTSSA,D:14941,associated_with
171546,SPTSSA,D:14942,associated_with
6709,SPTAN1,D:14943,associated_with
11153,FICD,D:14944,associated_with
27247,NFU1,D:14945,associated_with
5832,ALDH18A1,D:14946,associated_with
5832,ALDH18A1,D:14946,associated_with
5832,ALDH18A1,D:14947,associated_with
5832,ALDH18A1,D:14947,associated_with
57531,HACE1,D:14949,associated_with
57531,HACE1,D:14949,associated_with
27086,FOXP1,D:1495,associated_with
5156,PDGFRA,D:1495,associated_with
57498,KIDINS220,D:14953,associated_with
57498,KIDINS220,D:14953,associated_with
23769,FLRT1,D:14955,associated_with
64837,KLC2,D:14955,associated_with
64837,KLC2,D:14955,associated_with
2120,ETV6,D:1496,associated_with
7415,VCP,D:14961,associated_with
6647,SOD1,D:14965,associated_with
6509,SLC1A4,D:14966,associated_with
6509,SLC1A4,D:14966,associated_with
51218,GLRX5,D:14967,associated_with
51218,GLRX5,D:14967,associated_with
3131,HLF,D:1497,associated_with
6929,TCF3,D:1497,associated_with
1053,CEBPE,D:14970,associated_with
1053,CEBPE,D:14970,associated_with
6603,SMARCD2,D:14970,associated_with
6603,SMARCD2,D:14971,associated_with
79853,TM4SF20,D:14975,associated_with
93986,FOXP2,D:14978,associated_with
93986,FOXP2,D:14978,associated_with
5087,PBX1,D:1498,associated_with
6929,TCF3,D:1498,associated_with
10388,SYCP2,D:14980,associated_with
124404,SEPTIN12,D:14981,associated_with
317719,KLHL10,D:14982,associated_with
340719,NANOS1,D:14983,associated_with
6875,TAF4B,D:14984,associated_with
84225,ZMYND15,D:14985,associated_with
93426,SYCE1,D:14986,associated_with
140732,SUN5,D:14987,associated_with
89869,PLCZ1,D:14988,associated_with
25981,DNAH1,D:14989,associated_with
3492,IGH,D:1499,associated_with
80217,CFAP43,D:14990,associated_with
4438,MSH4,D:14991,associated_with
55779,CFAP44,D:14992,associated_with
676,BRDT,D:14993,associated_with
254528,MEIOB,D:14994,associated_with
56155,TEX14,D:14995,associated_with
79846,CFAP69,D:14996,associated_with
56154,TEX15,D:14997,associated_with
80705,TSGA10,D:14998,associated_with
122481,AK7,D:14999,associated_with
26053,AUTS2,D:1500,associated_with
5079,PAX5,D:1500,associated_with
57697,FANCM,D:15000,associated_with
6691,SPINK2,D:15001,associated_with
116369,SLC26A8,D:15002,associated_with
122402,TDRD9,D:15003,associated_with
83449,PMFBP1,D:15004,associated_with
402381,SOHLH1,D:15005,associated_with
144406,CFAP251,D:15006,associated_with
401024,FSIP2,D:15007,associated_with
84074,QRICH2,D:15008,associated_with
55012,PPP2R3C,D:15009,associated_with
25,ABL1,D:1501,associated_with
613,BCR,D:1501,associated_with
1029,CDKN2A,D:1501,associated_with
2322,FLT3,D:1501,associated_with
3107,HLA-C,D:1501,associated_with
10320,IKZF1,D:1501,associated_with
7157,TP53,D:1501,associated_with
199223,TTC21A,D:15010,associated_with
84071,ARMC2,D:15011,associated_with
8632,DNAH17,D:15012,associated_with
50511,SYCP3,D:15013,associated_with
255101,CFAP65,D:15014,associated_with
118491,CFAP70,D:15015,associated_with
83894,TTC29,D:15016,associated_with
79925,SPEF2,D:15017,associated_with
201134,CEP112,D:15018,associated_with
146754,DNAH2,D:15019,associated_with
4297,KMT2A,D:1502,associated_with
1769,DNAH8,D:15020,associated_with
22873,DZIP1,D:15021,associated_with
130951,M1AP,D:15022,associated_with
159686,CFAP58,D:15023,associated_with
7516,XRCC2,D:15024,associated_with
89876,CFAP91,D:15025,associated_with
317761,C14orf39,D:15026,associated_with
284382,ACTL9,D:15027,associated_with
375307,CATIP,D:15028,associated_with
200162,SPAG17,D:15029,associated_with
11285,B4GALT7,D:1503,associated_with
196385,DNAH10,D:15030,associated_with
154197,PNLDC1,D:15031,associated_with
80173,IFT74,D:15032,associated_with
145645,TERB2,D:15033,associated_with
83893,SPATA16,D:15034,associated_with
283847,TERB1,D:15035,associated_with
10734,STAG3,D:15036,associated_with
285498,RNF212,D:15037,associated_with
140801,RPL10L,D:15038,associated_with
286151,FBXO43,D:15039,associated_with
144132,DNHD1,D:15040,associated_with
11055,ZPBP,D:15041,associated_with
84660,CCDC62,D:15042,associated_with
151254,C2CD6,D:15043,associated_with
199720,GGN,D:15044,associated_with
117144,CATSPER1,D:15045,associated_with
117155,CATSPER2,D:15045,associated_with
161497,STRC,D:15045,associated_with
5161,PDHA2,D:15046,associated_with
125150,ZSWIM7,D:15047,associated_with
57728,WDR19,D:15048,associated_with
54456,MOV10L1,D:15049,associated_with
4439,MSH5,D:15050,associated_with
158401,SHOC1,D:15051,associated_with
91057,CCDC34,D:15052,associated_with
8468,FKBP6,D:15053,associated_with
80726,IQCN,D:15054,associated_with
157855,KCNU1,D:15055,associated_with
2516,NR5A1,D:15056,associated_with
92749,DRC1,D:15057,associated_with
64518,TEKT3,D:15058,associated_with
10566,AKAP3,D:15059,associated_with
7802,DNALI1,D:15060,associated_with
26074,CFAP61,D:15061,associated_with
81833,SPACA1,D:15062,associated_with
10881,ACTL7A,D:15063,associated_with
49,ACR,D:15064,associated_with
147872,KASH5,D:15065,associated_with
283417,DPY19L2,D:15066,associated_with
221481,ARMC12,D:15067,associated_with
881,CCIN,D:15068,associated_with
10233,LRRC23,D:15069,associated_with
65975,STK33,D:15070,associated_with
57639,CCDC146,D:15071,associated_with
84690,SPATA22,D:15072,associated_with
56159,TEX11,D:15073,associated_with
286464,CFAP47,D:15074,associated_with
93953,GCNA,D:15075,associated_with
6756,SSX1,D:15076,associated_with
83844,USP26,D:15077,associated_with
54967,CT55,D:15078,associated_with
1538,CYLC1,D:15079,associated_with
80816,ASXL3,D:1508,associated_with
80816,ASXL3,D:1508,associated_with
9083,BPY2,D:15081,associated_with
9085,CDY1,D:15081,associated_with
9426,CDY2A,D:15081,associated_with
1617,DAZ1,D:15081,associated_with
57055,DAZ2,D:15081,associated_with
57054,DAZ3,D:15081,associated_with
8653,DDX3Y,D:15081,associated_with
86614,HSFY1,D:15081,associated_with
8284,KDM5D,D:15081,associated_with
9081,PRY,D:15081,associated_with
442862,PRY2,D:15081,associated_with
5940,RBMY1A1,D:15081,associated_with
140032,RPS4Y2,D:15081,associated_with
8287,USP9Y,D:15081,associated_with
9084,VCY,D:15081,associated_with
9082,XKRY,D:15081,associated_with
6708,SPTA1,D:15082,associated_with
286,ANK1,D:15083,associated_with
6710,SPTB,D:15084,associated_with
6521,SLC4A1,D:15085,associated_with
2038,EPB42,D:15086,associated_with
6857,SYT1,D:1509,associated_with
6857,SYT1,D:1509,associated_with
367,AR,D:15092,associated_with
367,AR,D:15092,associated_with
55780,ERMARD,D:151,associated_with
51008,ASCC1,D:15103,associated_with
427,ASAH1,D:15106,associated_with
427,ASAH1,D:15106,associated_with
81887,LAS1L,D:15107,associated_with
3508,IGHMBP2,D:15108,associated_with
3508,IGHMBP2,D:15108,associated_with
10280,SIGMAR1,D:15109,associated_with
10280,SIGMAR1,D:15109,associated_with
57449,PLEKHG5,D:15111,associated_with
57449,PLEKHG5,D:15111,associated_with
3300,DNAJB2,D:15112,associated_with
3300,DNAJB2,D:15112,associated_with
64856,VWA1,D:15112,associated_with
65055,REEP1,D:15113,associated_with
538,ATP7A,D:15114,associated_with
538,ATP7A,D:15114,associated_with
2617,GARS1,D:15116,associated_with
400916,CHCHD10,D:15117,associated_with
400916,CHCHD10,D:15117,associated_with
9217,VAPB,D:15118,associated_with
9217,VAPB,D:15118,associated_with
1778,DYNC1H1,D:15119,associated_with
1778,DYNC1H1,D:15119,associated_with
23299,BICD2,D:15120,associated_with
23299,BICD2,D:15120,associated_with
23299,BICD2,D:15121,associated_with
4671,NAIP,D:15125,associated_with
6606,SMN1,D:15125,associated_with
6606,SMN1,D:15125,associated_with
6607,SMN2,D:15125,associated_with
9325,TRIP4,D:15126,associated_with
4671,NAIP,D:15127,associated_with
6606,SMN1,D:15127,associated_with
6606,SMN1,D:15127,associated_with
6607,SMN2,D:15127,associated_with
4671,NAIP,D:15128,associated_with
6606,SMN1,D:15128,associated_with
6606,SMN1,D:15128,associated_with
6607,SMN2,D:15128,associated_with
6607,SMN2,D:15128,associated_with
6606,SMN1,D:15129,associated_with
6606,SMN1,D:15129,associated_with
6607,SMN2,D:15129,associated_with
9401,RECQL4,D:1513,associated_with
9401,RECQL4,D:1513,associated_with
7317,UBA1,D:15130,associated_with
7317,UBA1,D:15130,associated_with
6310,ATXN1,D:15133,associated_with
6310,ATXN1,D:15133,associated_with
25814,ATXN10,D:15134,associated_with
25814,ATXN10,D:15134,associated_with
146057,TTBK2,D:15135,associated_with
146057,TTBK2,D:15135,associated_with
5521,PPP2R2B,D:15136,associated_with
5521,PPP2R2B,D:15136,associated_with
3748,KCNC3,D:15137,associated_with
3748,KCNC3,D:15137,associated_with
5582,PRKCG,D:15138,associated_with
5582,PRKCG,D:15138,associated_with
6908,TBP,D:15139,associated_with
6908,TBP,D:15139,associated_with
3752,KCND3,D:15141,associated_with
3752,KCND3,D:15141,associated_with
6311,ATXN2,D:15142,associated_with
6311,ATXN2,D:15142,associated_with
339453,TMEM240,D:15144,associated_with
339453,TMEM240,D:15144,associated_with
5173,PDYN,D:15145,associated_with
5173,PDYN,D:15145,associated_with
87178,PNPT1,D:15146,associated_with
1938,EEF2,D:15147,associated_with
1938,EEF2,D:15147,associated_with
2259,FGF14,D:15148,associated_with
10939,AFG3L2,D:15149,associated_with
10939,AFG3L2,D:15149,associated_with
2304,FOXE1,D:1515,associated_with
2304,FOXE1,D:1515,associated_with
3708,ITPR1,D:15150,associated_with
3708,ITPR1,D:15150,associated_with
146227,BEAN1,D:15152,associated_with
146227,BEAN1,D:15152,associated_with
6785,ELOVL4,D:15154,associated_with
6785,ELOVL4,D:15154,associated_with
343641,TGM6,D:15155,associated_with
343641,TGM6,D:15155,associated_with
10528,NOP56,D:15156,associated_with
10528,NOP56,D:15156,associated_with
1600,DAB1,D:15157,associated_with
1600,DAB1,D:15157,associated_with
60481,ELOVL5,D:15158,associated_with
60481,ELOVL5,D:15158,associated_with
463,ZFHX3,D:15159,associated_with
1641,DCX,D:1516,associated_with
2009,EML1,D:1516,associated_with
2009,EML1,D:1516,associated_with
5048,PAFAH1B1,D:1516,associated_with
440193,CCDC88C,D:15160,associated_with
440193,CCDC88C,D:15160,associated_with
7222,TRPC3,D:15161,associated_with
7222,TRPC3,D:15161,associated_with
8913,CACNA1G,D:15162,associated_with
8913,CACNA1G,D:15162,associated_with
8913,CACNA1G,D:15163,associated_with
4311,MME,D:15164,associated_with
4311,MME,D:15164,associated_with
2911,GRM1,D:15165,associated_with
2911,GRM1,D:15165,associated_with
2196,FAT2,D:15166,associated_with
2196,FAT2,D:15166,associated_with
23646,PLD3,D:15167,associated_with
23646,PLD3,D:15167,associated_with
9698,PUM1,D:15168,associated_with
10273,STUB1,D:15169,associated_with
100506658,OCLN,D:1517,associated_with
100506658,OCLN,D:1517,associated_with
219285,SAMD9L,D:15170,associated_with
219285,SAMD9L,D:15170,associated_with
6712,SPTBN2,D:15171,associated_with
6712,SPTBN2,D:15171,associated_with
4884,NPTX1,D:15172,associated_with
57215,THAP11,D:15173,associated_with
773,CACNA1A,D:15174,associated_with
773,CACNA1A,D:15174,associated_with
6314,ATXN7,D:15175,associated_with
6314,ATXN7,D:15175,associated_with
724066,ATXN8,D:15176,associated_with
724066,ATXN8,D:15176,associated_with
6315,ATXN8OS,D:15176,associated_with
6315,ATXN8OS,D:15176,associated_with
3708,ITPR1,D:15178,associated_with
3708,ITPR1,D:15178,associated_with
10273,STUB1,D:15178,associated_with
10273,STUB1,D:15178,associated_with
3475,IFRD1,D:15179,associated_with
87178,PNPT1,D:15181,associated_with
2259,FGF14,D:15182,associated_with
2259,FGF14,D:15183,associated_with
25894,PLEKHG4,D:15184,associated_with
10273,STUB1,D:15185,associated_with
5428,POLG,D:15186,associated_with
23533,PIK3R5,D:15188,associated_with
23064,SETX,D:15188,associated_with
23064,SETX,D:15188,associated_with
55129,ANO10,D:15189,associated_with
55129,ANO10,D:15189,associated_with
255928,SYT14,D:15190,associated_with
255928,SYT14,D:15190,associated_with
51741,WWOX,D:15191,associated_with
51741,WWOX,D:15191,associated_with
2911,GRM1,D:15192,associated_with
2911,GRM1,D:15192,associated_with
6712,SPTBN2,D:15193,associated_with
6712,SPTBN2,D:15193,associated_with
9711,RUBCN,D:15194,associated_with
9711,RUBCN,D:15194,associated_with
55280,CWF19L1,D:15195,associated_with
55280,CWF19L1,D:15195,associated_with
2895,GRID2,D:15196,associated_with
2895,GRID2,D:15196,associated_with
23203,PMPCA,D:15197,associated_with
23203,PMPCA,D:15197,associated_with
57231,SNX14,D:15198,associated_with
57231,SNX14,D:15198,associated_with
57410,SCYL1,D:15199,associated_with
57410,SCYL1,D:15199,associated_with
6492,SIM1,D:152,associated_with
5728,PTEN,D:1520,associated_with
200403,VWA3B,D:15200,associated_with
51567,TDP2,D:15201,associated_with
51567,TDP2,D:15201,associated_with
79876,UBA5,D:15202,associated_with
9474,ATG5,D:15203,associated_with
7515,XRCC1,D:15204,associated_with
54834,GDAP2,D:15205,associated_with
54974,THG1L,D:15206,associated_with
27072,VPS41,D:15207,associated_with
5190,PEX6,D:15208,associated_with
5190,PEX6,D:15208,associated_with
10531,PITRM1,D:15209,associated_with
60,ACTB,D:1521,associated_with
71,ACTG1,D:1521,associated_with
10533,ATG7,D:15210,associated_with
10935,PRDX3,D:15211,associated_with
267010,RNU12,D:15212,associated_with
55187,VPS13D,D:15213,associated_with
1200,TPP1,D:15215,associated_with
1200,TPP1,D:15215,associated_with
23345,SYNE1,D:15216,associated_with
23345,SYNE1,D:15216,associated_with
55775,TDP1,D:15217,associated_with
55775,TDP1,D:15217,associated_with
65260,COA7,D:15218,associated_with
492,ATP2B3,D:15219,associated_with
2705,GJB1,D:15219,associated_with
60,ACTB,D:1522,associated_with
492,ATP2B3,D:15221,associated_with
71,ACTG1,D:1523,associated_with
80216,ALPK1,D:15233,associated_with
80216,ALPK1,D:15233,associated_with
1315,COPB1,D:1524,associated_with
1315,COPB1,D:1524,associated_with
51776,MAP3K20,D:15242,associated_with
51776,MAP3K20,D:15242,associated_with
1749,DLX5,D:15245,associated_with
1749,DLX5,D:15246,associated_with
1749,DLX5,D:15246,associated_with
8626,TP63,D:15249,associated_with
117581,TWIST2,D:1525,associated_with
117581,TWIST2,D:1525,associated_with
7480,WNT10B,D:15250,associated_with
579,NKX3-2,D:15253,associated_with
579,NKX3-2,D:15253,associated_with
64132,XYLT2,D:15254,associated_with
3106,HLA-B,D:15255,associated_with
2317,FLNB,D:15258,associated_with
2317,FLNB,D:15258,associated_with
4621,MYH3,D:15258,associated_with
145873,MESP2,D:15259,associated_with
84100,ARL6,D:1526,associated_with
92482,BBIP1,D:1526,associated_with
582,BBS1,D:1526,associated_with
79738,BBS10,D:1526,associated_with
166379,BBS12,D:1526,associated_with
583,BBS2,D:1526,associated_with
585,BBS4,D:1526,associated_with
129880,BBS5,D:1526,associated_with
55212,BBS7,D:1526,associated_with
27241,BBS9,D:1526,associated_with
84984,CEP19,D:1526,associated_with
80184,CEP290,D:1526,associated_with
157657,CFAP418,D:1526,associated_with
26160,IFT172,D:1526,associated_with
11020,IFT27,D:1526,associated_with
80173,IFT74,D:1526,associated_with
54585,LZTFL1,D:1526,associated_with
8195,MKKS,D:1526,associated_with
54903,MKS1,D:1526,associated_with
4867,NPHP1,D:1526,associated_with
49855,SCAPER,D:1526,associated_with
132320,SCLT1,D:1526,associated_with
10806,SDCCAG8,D:1526,associated_with
22954,TRIM32,D:1526,associated_with
123016,TTC8,D:1526,associated_with
51057,WDPCP,D:1526,associated_with
3955,LFNG,D:15260,associated_with
84667,HES7,D:15261,associated_with
6911,TBX6,D:15262,associated_with
134701,RIPPLY2,D:15263,associated_with
10683,DLL3,D:15265,associated_with
145873,MESP2,D:15265,associated_with
54,ACP5,D:15268,associated_with
54,ACP5,D:15268,associated_with
126792,B3GALT6,D:15269,associated_with
126792,B3GALT6,D:15269,associated_with
84100,ARL6,D:1527,associated_with
582,BBS1,D:1527,associated_with
79140,CCDC28B,D:1527,associated_with
3835,KIF22,D:15270,associated_with
3835,KIF22,D:15270,associated_with
23233,EXOC6B,D:15271,associated_with
23233,EXOC6B,D:15271,associated_with
176,ACAN,D:15272,associated_with
176,ACAN,D:15272,associated_with
4148,MATN3,D:15274,associated_with
4148,MATN3,D:15274,associated_with
54187,NANS,D:15275,associated_with
54187,NANS,D:15275,associated_with
55325,UFSP2,D:15276,associated_with
89970,RSPRY1,D:15277,associated_with
89970,RSPRY1,D:15277,associated_with
90459,ERI1,D:15278,associated_with
79738,BBS10,D:1528,associated_with
6137,RPL13,D:15281,associated_with
6137,RPL13,D:15281,associated_with
23387,SIK3,D:15282,associated_with
1490,CCN2,D:15283,associated_with
